DN sort_id size average sd prov sd_prov sel_id xcoord ycoord
31870044 31710 68 22 0 18 0 31870044 23.05854148 -8.63568343
31869497 31711 83 22 0 21 0 31869497 28.02834556 -8.63600966
31868829 31712 84 22 0 19 0 31868829 26.73440393 -8.63440614
31872708 31713 35 22 0 21 0 31872708 28.0467858 -8.63750915
31871497 31714 25 22 0 21 0 31871497 27.91135803 -8.63647721
31868005 31715 272 22 0 21 0 31868005 28.09265728 -8.63428213
31872445 31716 26 22 0 21 0 31872445 27.9575409 -8.63739376
31872214 31717 24 12 0 21 0 31872214 28.03601105 -8.63713767
31872372 31718 22 22 0 19 0 31872372 26.03563918 -8.63753439
31870562 31719 71 12 0 19 0 31870562 26.1140149 -8.63719153
31871511 31720 52 22 0 21 0 31871511 27.99729984 -8.63692137
31872817 31721 39 22 0 19 0 31872817 23.93892691 -8.63869847
31873016 31722 41 22 0 21 0 31873016 28.58320955 -8.63812635
31872700 31723 39 22 0 21 0 31872700 28.01366751 -8.63861541
31873154 31724 23 12 0 21 0 31873154 27.90988533 -8.63832501
31868675 31725 402 22 0 21 0 31868675 28.15663647 -8.63508962
31874055 31726 36 22 0 19 0 31874055 26.73577719 -8.63952213
31873919 31727 30 22 0 21 0 31873919 28.19054004 -8.63891926
31873715 31728 22 22 0 21 0 31873715 28.56736303 -8.63858961
31872704 31729 51 12 0 21 0 31872704 28.0325885 -8.63892932
31872484 31730 51 12 0 21 0 31872484 28.15953407 -8.63821478
31873169 31731 30 22 0 21 0 31873169 28.02993516 -8.63822642
31872941 31732 30 22 0 21 0 31872941 28.00588357 -8.63839738
31873658 31733 32 22 0 21 0 31873658 28.10008507 -8.63921845
31874514 31734 24 12 0 21 0 31874514 27.4194472 -8.63964585
31872930 31735 82 22 0 21 0 31872930 27.9245412 -8.63892958
31872457 31736 87 22 0 21 0 31872457 28.02435672 -8.63893261
31874768 31737 23 12 0 21 0 31874768 28.17308788 -8.64023806
31874316 31738 42 22 0 21 0 31874316 28.04695162 -8.64008772
31874904 31739 35 22 0 19 0 31874904 26.68143284 -8.64070215
31870657 31740 220 22 0 21 0 31870657 28.1868247 -8.63773316
31875395 31741 35 22 0 21 0 31875395 27.94012121 -8.64114948
31874772 31742 48 22 0 21 0 31874772 28.19935806 -8.64050066
31874457 31743 32 22 0 19 0 31874457 25.8815974 -8.63999452
31872728 31744 96 22 0 21 0 31872728 28.18196947 -8.63925782
31872719 31745 75 22 0 21 0 31872719 28.09520109 -8.63941415
31875899 31746 24 22 0 21 0 31875899 28.09924433 -8.64118676
31875731 31747 33 22 0 21 0 31875731 28.59355942 -8.64099452
31872191 31748 112 22 0 21 0 31872191 27.91516099 -8.63969567
31874310 31749 49 22 0 21 0 31874310 28.02586606 -8.64084428
31876267 31750 41 22 0 19 0 31876267 25.2822009 -8.64208326
31876396 31751 22 22 0 21 0 31876396 28.13845403 -8.64166937
31875952 31752 34 22 0 21 0 31875952 28.6065562 -8.64161019
31874740 31753 56 22 0 21 0 31874740 27.98471616 -8.64119479
31875124 31754 40 12 0 19 0 31875124 26.11279703 -8.64215404
31876172 31755 44 12 0 21 0 31876172 28.20104927 -8.64217858
31871081 31756 547 22 0 21 0 31871081 28.03829774 -8.63868813
31876486 31757 39 22 0 18 0 31876486 23.30112957 -8.64249838
31876977 31758 24 22 0 19 0 31876977 26.03667191 -8.64262643
31877485 31759 40 22 0 21 0 31877485 28.00584758 -8.64394238
31877046 31760 35 22 0 21 0 31877046 27.94282061 -8.64297735
31877347 31761 35 22 0 21 0 31877347 28.57656867 -8.64310847
31875954 31762 48 22 0 21 0 31875954 28.61187592 -8.64317756
31876896 31763 30 22 0 21 0 31876896 28.58483138 -8.64328328
31878617 31764 24 22 0 21 0 31878617 27.67638442 -8.64461723
31874333 31765 214 22 0 21 0 31874333 28.16396616 -8.64144828
31877258 31766 48 22 0 21 0 31877258 27.41693339 -8.643425
31878179 31767 70 22 0 21 0 31878179 28.04513146 -8.64463169
31865652 31768 807 22 0 21 0 31865652 28.17409917 -8.63890431
31878467 31769 64 22 0 21 0 31878467 28.59250496 -8.64501792
31877426 31770 80 22 0 19 0 31877426 26.02818456 -8.64501876
31877728 31771 34 22 0 21 0 31877728 28.05888906 -8.64443661
31879107 31772 37 22 0 21 0 31879107 28.00398281 -8.64516167
31878693 31773 28 12 0 21 0 31878693 28.19701859 -8.64505588
31879318 31774 28 22 0 21 0 31879318 27.67323995 -8.64521978
31874942 31775 74 12 0 21 0 31874942 27.9338752 -8.64271397
31878451 31776 87 22 0 21 0 31878451 28.5425533 -8.64584554
31877783 31777 58 22 0 21 0 31877783 28.58230109 -8.64420883
31877752 31778 51 22 0 21 0 31877752 28.17047985 -8.64467744
31878102 31779 43 12 0 19 0 31878102 26.11091515 -8.64490208
31879618 31780 23 22 0 21 0 31879618 28.20336803 -8.64589504
31879228 31781 24 22 0 19 0 31879228 24.78747157 -8.64591069
31848249 31782 8849 22 0 21 0 31848249 28.05517575 -8.62609902
31879812 31783 31 12 0 21 0 31879812 28.17501418 -8.64667987
31880037 31784 39 22 0 21 0 31880037 28.05083608 -8.64656131
31879817 31785 27 12 0 21 0 31879817 28.20159756 -8.64621062
31879534 31786 34 12 0 19 0 31879534 26.68625568 -8.64593716
31879587 31787 25 12 0 21 0 31879587 28.06527741 -8.64645417
31879811 31788 68 22 0 21 0 31879811 28.17663421 -8.64694943
31880254 31789 31 12 0 21 0 31880254 27.93699738 -8.64669728
31880274 31790 61 22 0 21 0 31880274 28.04262659 -8.64750968
31880702 31791 30 22 0 21 0 31880702 27.67873514 -8.64726039
31880975 31792 22 22 0 21 0 31880975 28.18220874 -8.64727675
31881193 31793 41 22 0 21 0 31881193 28.04705743 -8.64803509
31881245 31794 49 22 0 21 0 31881245 28.60361327 -8.64766989
31881890 31795 23 12 0 21 0 31881890 27.93581124 -8.64828929
31881905 31796 24 22 0 21 0 31881905 28.05552541 -8.64836264
31881726 31797 22 22 0 21 0 31881726 28.5746882 -8.64814792
31881900 31798 30 22 0 21 0 31881900 28.03874418 -8.64843912
31882390 31799 27 22 0 21 0 31882390 28.61425476 -8.6485601
31881860 31800 24 22 0 19 0 31881860 26.7313157 -8.64871131
31881832 31801 22 22 0 19 0 31881832 26.24290348 -8.64851602
31882378 31802 26 22 0 21 0 31882378 28.543766 -8.64925033
31879150 31803 91 12 0 21 0 31879150 28.18300844 -8.64695881
31882658 31804 26 22 0 19 0 31882658 24.8353088 -8.64923994
31882786 31805 23 12 0 21 0 31882786 28.08948886 -8.64975635
31881693 31806 70 12 0 21 0 31881693 28.17932986 -8.64909341
31883251 31807 27 12 0 21 0 31883251 27.93822678 -8.65011974
31883088 31808 25 22 0 21 0 31883088 28.66551443 -8.64952068
31883393 31809 25 22 0 19 0 31883393 25.87430972 -8.65009295
31881603 31810 51 12 0 19 0 31881603 26.67488912 -8.64952576
31882996 31811 24 22 0 21 0 31882996 27.80583156 -8.65025221
31883476 31812 23 22 0 21 0 31883476 28.05909134 -8.65012018
31883780 31813 29 22 0 21 0 31883780 28.57017709 -8.65071065
31883468 31814 30 22 0 21 0 31883468 27.98514323 -8.6503197
31881670 31815 27 22 0 21 0 31881670 28.06247885 -8.64857009
31882566 31816 24 22 0 21 0 31882566 28.08903162 -8.64966735
31883491 31817 25 22 0 21 0 31883491 28.11877938 -8.6507624
31880073 31818 54 12 0 21 0 31880073 28.20434194 -8.64780526
31884012 31819 34 22 0 21 0 31884012 28.57267088 -8.65090722
31879379 31820 248 22 0 21 0 31879379 28.18611979 -8.64800562
31883397 31821 67 22 0 19 0 31883397 25.93062437 -8.65150018
31883842 31822 34 12 0 19 0 31883842 25.45125164 -8.65113746
31883979 31823 56 12 0 21 0 31883979 28.17940505 -8.6511729
31884596 31824 38 22 0 19 0 31884596 26.24276464 -8.65170492
31884934 31825 40 12 0 21 0 31884934 28.20539345 -8.65238473
31884172 31826 43 22 0 21 0 31884172 27.93130416 -8.6514434
31884921 31827 24 22 0 21 0 31884921 28.15159005 -8.6516694
31883720 31828 64 22 0 21 0 31883720 28.04333877 -8.65112952
31884465 31829 51 22 0 21 0 31884465 28.18464372 -8.65210871
31883706 31830 31 22 0 21 0 31883706 27.93660554 -8.65143429
31886123 31831 72 22 0 21 0 31886123 28.18119715 -8.65359646
31885904 31832 64 12 0 21 0 31885904 28.30544561 -8.65353788
31886575 31833 40 22 0 21 0 31886575 28.07687535 -8.65467922
31886129 31834 23 12 0 21 0 31886129 28.199049 -8.65346508
31887027 31835 28 22 0 21 0 31887027 27.96115913 -8.65486047
31885418 31836 46 22 0 21 0 31885418 28.19838002 -8.65274329
31886620 31837 48 22 0 21 0 31886620 28.54642689 -8.65440815
31880104 31838 160 22 0 21 0 31880104 28.57633054 -8.65045298
31887489 31839 23 22 0 21 0 31887489 28.03465597 -8.6547913
31868884 31840 1444 12 0 21 0 31868884 28.18602622 -8.64200804
31887658 31841 22 12 0 19 0 31887658 26.11237556 -8.65519088
31887045 31842 25 12 0 21 0 31887045 28.06325827 -8.65463873
31885886 31843 43 12 0 21 0 31885886 28.1530436 -8.65350876
31886884 31844 25 12 0 21 0 31886884 28.63907118 -8.6543364
31887261 31845 23 12 0 21 0 31887261 28.00996239 -8.65441574
31886828 31846 35 12 0 21 0 31886828 28.12121192 -8.65473899
31887066 31847 31 12 0 21 0 31887066 28.20164239 -8.65476935
31888203 31848 26 12 0 21 0 31888203 28.15134693 -8.65551084
31886215 31849 79 22 0 19 0 31886215 24.27898297 -8.65453964
31887039 31850 24 22 0 21 0 31887039 28.03986893 -8.65476245
31884194 31851 143 22 0 21 0 31884194 28.06405933 -8.65339286
31885240 31852 82 22 0 18 0 31885240 23.29957577 -8.6537499
31885134 31853 204 22 0 21 0 31885134 28.05309595 -8.65386596
31887964 31854 32 22 0 21 0 31887964 28.14793181 -8.65560883
31886845 31855 84 22 0 21 0 31886845 28.20004576 -8.65540356
31888405 31856 25 22 0 21 0 31888405 27.98519182 -8.65590205
31888188 31857 22 12 0 21 0 31888188 28.05674831 -8.65614794
31888207 31858 29 12 0 21 0 31888207 28.17343148 -8.65626767
31885895 31859 78 22 0 21 0 31885895 28.18763301 -8.65432726
31885890 31860 60 12 0 21 0 31885890 28.17779891 -8.65408536
31888186 31861 32 12 0 21 0 31888186 28.05210336 -8.65608122
31888183 31862 39 12 0 21 0 31888183 28.03870265 -8.65670826
31889600 31863 36 12 0 21 0 31889600 28.18710582 -8.65756307
31889407 31864 52 22 0 21 0 31889407 28.56893784 -8.65748348
31889564 31865 29 12 0 21 0 31889564 27.92857791 -8.65752429
31887975 31866 36 12 0 21 0 31887975 28.21361986 -8.65638584
31887951 31867 92 22 0 21 0 31887951 28.06833383 -8.65705352
31889345 31868 48 22 0 21 0 31889345 28.04710105 -8.65750121
31881698 31869 300 12 0 21 0 31881698 28.19704648 -8.65322784
31887504 31870 65 12 0 21 0 31887504 28.10687548 -8.6565989
31875915 31871 888 22 0 21 0 31875915 28.19283514 -8.65160343
31889604 31872 58 12 0 21 0 31889604 28.20281763 -8.65785938
31889833 31873 31 22 0 21 0 31889833 28.55592465 -8.65816535
31890508 31874 25 22 0 21 0 31890508 28.66687493 -8.6587742
31890651 31875 27 22 0 21 0 31890651 27.92581957 -8.6591877
31890235 31876 26 22 0 21 0 31890235 28.17366884 -8.65863591
31889837 31877 38 12 0 21 0 31889837 28.56728296 -8.65821898
31890199 31878 25 22 0 21 0 31890199 27.93161427 -8.65814794
31890878 31879 29 22 0 21 0 31890878 28.10880429 -8.65919977
31891038 31880 24 22 0 21 0 31891038 27.6764519 -8.65903649
31890856 31881 23 12 0 21 0 31890856 27.95662004 -8.65913381
31889366 31882 103 22 0 21 0 31889366 28.17006921 -8.65814532
31891089 31883 27 12 0 21 0 31891089 28.18906038 -8.65945764
31890256 31884 26 12 0 21 0 31890256 28.30612598 -8.65807526
31888950 31885 63 12 0 21 0 31888950 28.55620068 -8.65712389
31890476 31886 25 12 0 21 0 31890476 28.22007141 -8.6587742
31889610 31887 169 22 0 21 0 31889610 28.25334486 -8.6587006
31890675 31888 44 12 0 21 0 31890675 28.05305505 -8.65979825
31886104 31889 334 22 0 21 0 31886104 28.0595023 -8.65742945
31891608 31890 30 22 0 19 0 31891608 26.02121788 -8.6601005
31891881 31891 25 22 0 21 0 31891881 28.05351886 -8.66015629
31891942 31892 22 22 0 21 0 31891942 28.59595206 -8.65993936
31891914 31893 22 22 0 21 0 31891914 28.24000029 -8.66045469
31892054 31894 22 12 0 21 0 31892054 28.03692004 -8.66063875
31890464 31895 81 12 0 21 0 31890464 28.16508911 -8.65921103
31891500 31896 26 12 0 21 0 31891500 28.20253158 -8.6602244
31892339 31897 22 22 0 21 0 31892339 28.62267604 -8.66044242
31892707 31898 22 12 0 21 0 31892707 28.17790198 -8.66115408
31891662 31899 22 12 0 21 0 31891662 27.95318978 -8.66034426
31893025 31900 24 22 0 19 0 31893025 26.53575592 -8.66187085
31891879 31901 38 22 0 21 0 31891879 28.0464635 -8.66059871
31893101 31902 45 22 0 21 0 31893101 28.17803885 -8.66204706
31892719 31903 26 12 0 21 0 31892719 28.21897711 -8.66161562
31891517 31904 139 22 0 21 0 31891517 28.30175892 -8.66127846
31892483 31905 68 22 0 21 0 31892483 28.04983419 -8.66207397
31892287 31906 31 12 0 21 0 31892287 28.15974955 -8.66149171
31893107 31907 30 12 0 21 0 31893107 28.20331717 -8.66208006
31890887 31908 126 12 0 21 0 31890887 28.16909487 -8.66117726
31892097 31909 92 12 0 21 0 31892097 28.30377665 -8.662065
31891743 31910 64 22 0 21 0 31891743 28.59235734 -8.66087264
31894007 31911 23 22 0 21 0 31894007 28.04593473 -8.6631829
31893689 31912 58 22 0 21 0 31893689 28.25970035 -8.6630627
31894633 31913 25 22 0 21 0 31894633 28.17995842 -8.66417298
31894241 31914 28 12 0 21 0 31894241 28.19630518 -8.66344068
31894677 31915 25 22 0 21 0 31894677 28.54596372 -8.6641298
31893289 31916 41 22 0 21 0 31893289 28.18290274 -8.66272374
31893271 31917 61 12 0 21 0 31893271 28.10065911 -8.66330333
31894228 31918 25 12 0 21 0 31894228 28.15178756 -8.66374108
31894009 31919 38 12 0 21 0 31894009 28.05321909 -8.66385218
31894239 31920 35 22 0 21 0 31894239 28.1948745 -8.66411746
31894653 31921 32 12 0 21 0 31894653 28.25785616 -8.66489642
31894691 31922 39 12 0 21 0 31894691 28.61607512 -8.66446037
31894014 31923 46 22 0 21 0 31894014 28.09340884 -8.66433894
31894586 31924 42 22 0 21 0 31894586 27.92661011 -8.66420872
31895060 31925 27 22 0 21 0 31895060 28.51070805 -8.66496641
31895132 31926 25 22 0 19 0 31895132 24.42053544 -8.66509078
31894444 31927 26 12 0 21 0 31894444 28.55726296 -8.66431501
31894641 31928 36 12 0 21 0 31894641 28.20301724 -8.66497891
31891905 31929 114 12 0 21 0 31891905 28.18659751 -8.66287662
31895642 31930 23 22 0 21 0 31895642 28.18286438 -8.66568277
31895191 31931 58 22 0 21 0 31895191 27.47205937 -8.66549215
31896412 31932 28 22 0 21 0 31896412 27.55017655 -8.66632325
31895651 31933 25 12 0 21 0 31895651 28.30329909 -8.66599777
31891681 31934 133 12 0 21 0 31891681 28.09742925 -8.66337624
31895850 31935 48 22 0 21 0 31895850 28.29263334 -8.66684223
31896599 31936 25 22 0 21 0 31896599 27.44532403 -8.66709913
31896563 31937 27 22 0 19 0 31896563 25.9753282 -8.66694596
31896032 31938 57 12 0 21 0 31896032 28.0551205 -8.66658709
31896653 31939 54 22 0 21 0 31896653 28.15474809 -8.66691097
31897099 31940 42 22 0 21 0 31897099 28.72764855 -8.66781434
31896193 31941 60 22 0 21 0 31896193 27.57727396 -8.66701544
31898114 31942 23 22 0 21 0 31898114 28.5679856 -8.66833522
31895399 31943 122 22 0 21 0 31895399 27.68426447 -8.66630364
31895636 31944 61 12 0 21 0 31895636 28.15169534 -8.66691875
31894825 31945 231 22 0 21 0 31894825 28.05034573 -8.66710618
31897684 31946 41 22 0 21 0 31897684 28.55455648 -8.66839905
31896636 31947 45 12 0 21 0 31896636 28.04516274 -8.6680997
31897863 31948 39 12 0 21 0 31897863 28.05141056 -8.66888322
31898196 31949 47 22 0 19 0 31898196 25.25233121 -8.66931883
31898440 31950 32 22 0 19 0 31898440 26.61396802 -8.66935886
31898534 31951 33 22 0 21 0 31898534 28.56348981 -8.66955901
31898084 31952 23 12 0 21 0 31898084 28.20281642 -8.66885162
31898089 31953 25 12 0 21 0 31898089 28.29363526 -8.6685676
31898106 31954 39 22 0 21 0 31898106 28.52593616 -8.66949231
31896438 31955 110 22 0 21 0 31896438 28.10394597 -8.66735533
31899106 31956 30 22 0 21 0 31899106 28.29010266 -8.66980032
31898316 31957 33 12 0 21 0 31898316 28.17867908 -8.66906821
31899459 31958 24 22 0 21 0 31899459 27.55909579 -8.6703402
31894413 31959 356 12 0 21 0 31894413 28.16928157 -8.66682998
31899085 31960 35 22 0 21 0 31899085 27.94852789 -8.67078881
31899504 31961 25 12 0 21 0 31899504 28.18346764 -8.67138576
31899050 31962 27 12 0 19 0 31899050 26.64400783 -8.67046517
31899075 31963 34 22 0 21 0 31899075 27.70204519 -8.6708589
31899671 31964 65 22 0 21 0 31899671 27.58039418 -8.67088077
31899278 31965 59 12 0 21 0 31899278 27.97013232 -8.67074816
31900119 31966 42 22 0 21 0 31900119 28.65218123 -8.67141996
31900282 31967 24 22 0 21 0 31900282 28.14366059 -8.67138621
31900462 31968 27 22 0 21 0 31900462 27.68241431 -8.67219478
31894023 31969 366 12 0 21 0 31894023 28.18267788 -8.66666873
31899916 31970 28 22 0 21 0 31899916 28.55594144 -8.67105682
31900270 31971 41 12 0 21 0 31900270 27.96518682 -8.67213211
31900770 31972 23 22 0 21 0 31900770 28.71996142 -8.67218478
31898892 31973 70 12 0 21 0 31898892 27.94694297 -8.67125928
31900663 31974 28 22 0 19 0 31900663 26.64133914 -8.67259934
31901010 31975 48 22 0 19 0 31901010 24.28719532 -8.67332078
31901742 31976 32 22 0 21 0 31901742 28.56024722 -8.67354292
31901019 31977 52 22 0 19 0 31901019 24.43949992 -8.67314514
31901007 31978 27 22 0 19 0 31901007 24.16525525 -8.6730046
31900314 31979 62 22 0 21 0 31900314 28.52794675 -8.67238071
31902341 31980 31 22 0 21 0 31902341 28.55286824 -8.67447492
31900536 31981 24 12 0 21 0 31900536 28.55418202 -8.67263468
31901644 31982 23 22 0 19 0 31901644 26.00927796 -8.67372226
31902297 31983 24 12 0 21 0 31902297 27.94590756 -8.67429931
31901931 31984 26 22 0 21 0 31901931 28.52295991 -8.67430277
31900707 31985 63 12 0 21 0 31900707 27.96746307 -8.67300746
31902535 31986 22 12 0 21 0 31902535 28.59162076 -8.67450381
31901851 31987 65 22 0 19 0 31901851 26.64010424 -8.67506275
31902889 31988 48 22 0 21 0 31902889 28.29459602 -8.67583459
31903518 31989 26 22 0 21 0 31903518 28.59695442 -8.67572514
31903818 31990 25 22 0 19 0 31903818 26.63275276 -8.67647142
31903873 31991 26 22 0 21 0 31903873 28.14807652 -8.67624426
31902876 31992 32 12 0 21 0 31902876 27.96348735 -8.67576992
31903607 31993 24 22 0 19 0 31903607 26.02931606 -8.67640259
31902692 31994 39 22 0 21 0 31902692 28.17481435 -8.67608853
31902101 31995 54 12 0 21 0 31902101 28.16829505 -8.67541406
31903681 31996 22 12 0 21 0 31903681 28.29402496 -8.67699461
31902493 31997 43 12 0 21 0 31902493 27.96036971 -8.67578188
31901080 31998 95 12 0 19 0 31901080 26.64174771 -8.67528198
31904260 31999 51 22 0 21 0 31904260 28.16231815 -8.67737714
31902501 32000 130 12 0 21 0 31902501 28.17526771 -8.67673222
31903188 32001 120 22 0 19 0 31903188 26.01262032 -8.67674901
31904212 32002 25 12 0 19 0 31904212 26.63250442 -8.6774756
31904242 32003 27 12 0 21 0 31904242 27.93410771 -8.67767355
31905036 32004 42 22 0 21 0 31905036 28.15709328 -8.67868261
31904783 32005 42 22 0 19 0 31904783 26.03143701 -8.67827127
31903284 32006 41 22 0 21 0 31903284 28.16903049 -8.67672108
31904994 32007 44 22 0 19 0 31904994 26.6397756 -8.67831363
31905923 32008 23 22 0 19 0 31905923 24.11512565 -8.67926189
31904942 32009 25 12 0 19 0 31904942 25.31639918 -8.67809106
31903075 32010 49 12 0 21 0 31903075 28.17048741 -8.67686741
31905022 32011 54 12 0 21 0 31905022 27.94361057 -8.67862333
31905429 32012 49 22 0 21 0 31905429 28.15219765 -8.67939602
31905362 32013 32 22 0 19 0 31905362 25.97391664 -8.67939722
31906592 32014 23 22 0 19 0 31906592 26.01387866 -8.68034164
31905522 32015 31 22 0 19 0 31905522 24.21636311 -8.67909871
31905410 32016 42 22 0 21 0 31905410 27.56211494 -8.67950528
31905917 32017 26 22 0 18 0 31905917 23.68967604 -8.67981576
31907033 32018 22 12 0 21 0 31907033 28.04563172 -8.68100689
31907317 32019 23 22 0 18 0 31907317 23.08986099 -8.68112799
31905844 32020 42 22 0 21 0 31905844 28.5656207 -8.67967882
31906578 32021 25 22 0 19 0 31906578 25.35643657 -8.68026137
31906519 32022 26 22 0 18 0 31906519 22.65857022 -8.68040755
31907265 32023 23 22 0 21 0 31907265 28.56018083 -8.68092847
31907078 32024 39 12 0 21 0 31907078 28.60636423 -8.68136272
31907247 32025 56 22 0 21 0 31907247 28.50373711 -8.68179655
31906670 32026 35 12 0 21 0 31906670 28.62123976 -8.68108507
31907013 32027 34 12 0 19 0 31907013 26.55963033 -8.68135478
31907593 32028 42 22 0 19 0 31907593 24.74831913 -8.68215968
31905566 32029 96 22 0 19 0 31905566 26.5591844 -8.68147801
31908700 32030 22 22 0 21 0 31908700 27.56861217 -8.6826388
31908107 32031 26 12 0 21 0 31908107 28.29081211 -8.68252554
31908361 32032 26 22 0 21 0 31908361 28.56386609 -8.68260859
31907845 32033 24 12 0 19 0 31907845 26.63215799 -8.68217254
31907459 32034 59 22 0 21 0 31907459 28.04200938 -8.68176533
31905670 32035 102 22 0 21 0 31905670 28.63889863 -8.68167235
31908749 32036 78 22 0 21 0 31908749 28.55728027 -8.68345648
31908913 32037 32 12 0 21 0 31908913 28.04877974 -8.68369095
31909722 32038 40 22 0 21 0 31909722 28.55434398 -8.68489218
31908879 32039 40 12 0 19 0 31908879 26.55806865 -8.68387316
31909091 32040 31 22 0 21 0 31909091 28.04576551 -8.68379217
31910079 32041 24 22 0 21 0 31910079 28.58188454 -8.68528808
31907663 32042 53 12 0 21 0 31907663 28.04008708 -8.68270223
31907995 32043 85 22 0 19 0 31907995 24.50066994 -8.68311256
31909487 32044 27 12 0 21 0 31909487 28.04524272 -8.68464198
31911037 32045 23 22 0 21 0 31911037 28.60348848 -8.6858578
31908317 32046 68 12 0 21 0 31908317 28.16302212 -8.68397478
31909894 32047 55 22 0 21 0 31909894 28.53542431 -8.6857161
31910153 32048 27 22 0 19 0 31910153 25.46934199 -8.68542181
31911121 32049 24 22 0 19 0 31911121 25.44400893 -8.68720016
31909453 32050 57 22 0 19 0 31909453 26.55625177 -8.68554915
31911053 32051 26 22 0 21 0 31911053 28.65231274 -8.68662653
31911309 32052 26 22 0 19 0 31911309 24.50363646 -8.68669921
31911530 32053 24 22 0 19 0 31911530 25.96358584 -8.6868065
31912063 32054 22 22 0 21 0 31912063 28.59077413 -8.6874977
31910514 32055 25 22 0 19 0 31910514 24.21589986 -8.68608126
31912475 32056 31 22 0 21 0 31912475 28.62801586 -8.68859884
31912974 32057 68 22 0 21 0 31912974 27.59770968 -8.68954029
31913169 32058 24 22 0 21 0 31913169 27.19852438 -8.68896601
31912730 32059 38 22 0 19 0 31912730 25.27437872 -8.68953194
31913708 32060 22 22 0 19 0 31913708 25.27790731 -8.68960814
31913319 32061 113 22 0 19 0 31913319 25.44567306 -8.69039493
31913397 32062 61 22 0 21 0 31913397 27.56301083 -8.68988572
31914379 32063 22 22 0 21 0 31914379 28.50463896 -8.69045477
31914390 32064 23 22 0 21 0 31914390 28.53404367 -8.69048197
31911229 32065 92 22 0 21 0 31911229 28.54598262 -8.68836354
31914117 32066 47 22 0 19 0 31914117 26.50498739 -8.69127007
31915131 32067 24 22 0 19 0 31915131 26.51986325 -8.69182287
31915080 32068 30 22 0 19 0 31915080 25.2794157 -8.69206131
31915007 32069 25 22 0 21 0 31915007 28.59528702 -8.69192274
31914593 32070 96 22 0 21 0 31914593 28.63774792 -8.69209562
31915268 32071 41 22 0 19 0 31915268 25.25920997 -8.69308203
31915391 32072 29 22 0 21 0 31915391 28.60566014 -8.69279325
31916239 32073 36 22 0 19 0 31916239 26.25441544 -8.69359997
31915487 32074 25 12 0 19 0 31915487 26.53079129 -8.69246262
31916508 32075 24 22 0 21 0 31916508 28.50599786 -8.69382492
31915197 32076 24 22 0 21 0 31915197 28.59198477 -8.69227276
31916473 32077 24 12 0 21 0 31916473 27.90291972 -8.69380243
31916519 32078 22 22 0 21 0 31916519 28.54911759 -8.69393944
31917006 32079 26 22 0 19 0 31917006 25.90808909 -8.69463127
31917611 32080 44 12 0 19 0 31917611 26.52346244 -8.69562656
31917138 32081 23 12 0 18 0 31917138 22.68886031 -8.69460148
31917804 32082 26 12 0 19 0 31917804 26.52941668 -8.6957318
31917982 32083 28 22 0 19 0 31917982 25.89137065 -8.69561166
31917027 32084 41 22 0 19 0 31917027 26.52205184 -8.69472142
31917696 32085 25 22 0 21 0 31917696 28.55702043 -8.69545355
31918012 32086 26 12 0 19 0 31918012 26.52626046 -8.69621976
31918296 32087 22 22 0 21 0 31918296 28.54987832 -8.69592717
31916315 32088 37 22 0 21 0 31916315 28.55471734 -8.69478673
31917802 32089 23 22 0 19 0 31917802 26.52541363 -8.69575166
31917421 32090 29 22 0 19 0 31917421 26.53677091 -8.69570673
31917489 32091 66 22 0 21 0 31917489 28.56193562 -8.69604169
31919063 32092 36 22 0 21 0 31919063 28.47455368 -8.69760407
31919106 32093 37 22 0 21 0 31919106 28.63795348 -8.69742776
31919274 32094 27 22 0 21 0 31919274 28.53080353 -8.69776903
31918005 32095 55 22 0 19 0 31918005 26.50602067 -8.69670508
31918680 32096 24 22 0 21 0 31918680 28.5267157 -8.6969967
31918931 32097 37 22 0 19 0 31918931 24.17417162 -8.69771958
31920429 32098 24 22 0 21 0 31920429 28.49440171 -8.6987963
31919471 32099 29 22 0 21 0 31919471 28.54462594 -8.69776386
31919981 32100 22 12 0 19 0 31919981 26.53692873 -8.69904374
31920389 32101 43 22 0 21 0 31920389 27.68814535 -8.69944238
31919479 32102 63 22 0 21 0 31919479 28.55909717 -8.69879737
31920630 32103 30 22 0 21 0 31920630 28.58574017 -8.69936767
31920525 32104 28 22 0 19 0 31920525 25.96356977 -8.69954506
31919683 32105 33 12 0 18 0 31919683 23.38181688 -8.69875336
31921158 32106 29 22 0 21 0 31921158 28.54651551 -8.70083558
31921501 32107 26 22 0 21 0 31921501 28.50425104 -8.70096447
31921512 32108 69 22 0 21 0 31921512 28.5523213 -8.70162381
31922667 32109 27 22 0 21 0 31922667 28.53510256 -8.70237799
31922005 32110 24 12 0 19 0 31922005 26.52945734 -8.70164191
31922149 32111 40 22 0 19 0 31922149 25.30129877 -8.70262719
31923068 32112 43 22 0 21 0 31923068 28.59146895 -8.70293903
31922332 32113 29 22 0 19 0 31922332 24.18779639 -8.70212943
31922082 32114 27 22 0 21 0 31922082 28.55501808 -8.70172814
31922941 32115 23 22 0 19 0 31922941 25.2871786 -8.7031926
31923331 32116 76 22 0 19 0 31923331 23.70003947 -8.70371795
31923154 32117 51 22 0 19 0 31923154 25.40804812 -8.70339188
31923954 32118 36 22 0 19 0 31923954 24.18479086 -8.70441254
31922906 32119 45 22 0 18 0 31922906 23.38171545 -8.70361172
